project,type,category,support
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.625
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,CR,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.625
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.6
checkstyle,name,MT,0.6
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.75
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,CR,0.6016949152542372
checkstyle,name,CR,0.6101694915254238
checkstyle,body,CR,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,CR,0.5416666666666666
checkstyle,name,MT,0.75
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.6016949152542372
checkstyle,body,MT,0.6864406779661016
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.6
checkstyle,body,MT,1.0
checkstyle,body,MT,0.6
checkstyle,name,MT,0.8
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,name,CR,0.6016949152542372
checkstyle,name,CR,0.6101694915254238
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,name,CR,0.6016949152542372
checkstyle,name,CR,0.6101694915254238
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.625
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.6016949152542372
checkstyle,body,MT,0.6864406779661016
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,name,CR,0.6016949152542372
checkstyle,name,CR,0.6101694915254238
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.75
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,name,CR,0.6181818181818182
checkstyle,name,CR,0.6
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.625
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,1.0
checkstyle,name,MT,0.6666666666666666
checkstyle,name,MT,0.6666666666666666
checkstyle,name,MT,0.6666666666666666
checkstyle,name,MT,0.6666666666666666
checkstyle,name,MT,0.6666666666666666
checkstyle,name,MT,0.6666666666666666
checkstyle,body,MT,0.6666666666666666
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,body,CR,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,CR,0.6864406779661016
checkstyle,name,CR,0.6016949152542372
checkstyle,name,CR,0.6101694915254238
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.625
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.6
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,CR,0.5416666666666666
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,CR,0.6
checkstyle,name,CR,0.6181818181818182
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,CR,0.6016949152542372
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,CR,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,CR,0.6
checkstyle,name,CR,0.6016949152542372
checkstyle,name,CR,0.6101694915254238
checkstyle,name,CR,0.6016949152542372
checkstyle,name,CR,0.6101694915254238
checkstyle,body,CR,0.5416666666666666
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.6016949152542372
checkstyle,body,MT,0.6864406779661016
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.8571428571428571
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,CR,0.6181818181818182
checkstyle,name,CR,0.6
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,body,MT,0.6864406779661016
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6
checkstyle,name,MT,0.6181818181818182
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,name,MT,0.6181818181818182
checkstyle,name,MT,0.6
checkstyle,body,MT,0.6818181818181818
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,CR,0.5416666666666666
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.5416666666666666
checkstyle,body,MT,0.6864406779661016
checkstyle,name,MT,0.6016949152542372
checkstyle,name,MT,0.6101694915254238
checkstyle,name,MT,0.8571428571428571
checkstyle,name,MT,0.9523809523809523
checkstyle,body,MT,0.8571428571428571
