type,category,overlap
name,0,0.0
name,0,0.5555555555555556
name,0,0.9823529411764705
name,0,0.0
name,0,1.0
name,0,0.43478260869565216
name,0,0.9823529411764705
name,0,1.0
name,0,1.0
name,0,0.0
name,3,1.0
name,3,1.0
name,3,1.0
name,0,1.0
name,0,0.8333333333333334
name,0,1.0
name,0,0.9823529411764705
name,0,1.0
name,0,1.0
name,3,0.9823529411764705
name,0,0.5
name,0,0.5555555555555556
name,0,0.43478260869565216
name,0,1.0
name,0,0.6
name,0,0.0
name,0,0.0
name,3,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,1.0
name,0,0.8333333333333334
name,0,1.0
name,2,0.43478260869565216
name,0,0.0
name,0,0.0
name,3,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.8888888888888888
name,0,0.5555555555555556
name,0,0.5
name,0,0.0
name,0,1.0
name,0,0.43478260869565216
name,2,0.43478260869565216
name,0,0.0
name,0,0.5555555555555556
name,0,0.0
name,0,0.0
name,0,0.9823529411764705
name,0,0.0
name,0,0.0
name,0,0.0
name,2,0.43478260869565216
name,0,1.0
name,3,0.0
name,0,0.9823529411764705
name,0,1.0
name,3,0.0
name,0,0.0
name,3,0.0
name,0,0.0
name,0,0.0
name,2,0.43478260869565216
name,0,0.75
name,0,1.0
name,0,1.0
name,0,0.6
name,0,0.975
name,0,0.7111111111111111
name,0,1.0
name,0,0.0
name,0,0.9823529411764705
name,0,0.43478260869565216
name,0,0.0
name,0,0.9823529411764705
name,0,1.0
name,0,0.9823529411764705
name,0,0.0
name,0,0.0
name,0,0.9823529411764705
name,0,0.0
name,0,1.0
name,0,0.75
name,0,0.0
name,0,0.0
name,0,1.0
name,2,1.0
name,0,1.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.9823529411764705
name,0,0.0
name,0,0.9823529411764705
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.6
name,0,0.9823529411764705
name,2,0.43478260869565216
name,0,0.7142857142857143
name,0,1.0
name,0,0.0
name,0,1.0
name,0,1.0
name,0,1.0
name,0,0.21428571428571427
name,0,0.0
name,3,0.0
name,2,0.43478260869565216
name,0,1.0
name,0,1.0
name,0,0.0
name,3,0.0
name,0,0.0
name,0,0.6
name,0,1.0
name,0,0.0
name,0,0.5555555555555556
name,0,1.0
name,0,0.75
name,0,0.75
name,0,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.21428571428571427
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.21428571428571427
name,0,0.75
name,0,0.6
name,0,0.75
name,2,0.75
name,0,1.0
name,0,0.9333333333333333
name,0,0.0
name,0,0.0
name,2,1.0
name,0,1.0
name,0,0.0
name,0,1.0
name,2,1.0
name,0,0.0
name,0,0.0
name,2,0.75
name,0,0.0
name,0,0.5555555555555556
name,0,0.0
name,0,1.0
name,2,0.43478260869565216
name,3,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,2,0.43478260869565216
name,0,0.8333333333333334
name,0,1.0
name,0,1.0
name,0,1.0
name,0,0.975
name,0,1.0
name,0,0.975
name,0,0.0
name,0,0.6
name,0,0.8333333333333334
name,0,0.0
name,0,1.0
name,0,1.0
name,3,0.0
name,0,0.0
name,0,1.0
name,0,0.7058823529411765
name,0,1.0
name,0,1.0
name,0,1.0
name,2,0.0
name,0,0.0
name,0,1.0
name,0,1.0
name,0,1.0
name,0,1.0
name,0,0.0
name,0,1.0
name,0,1.0
name,0,1.0
name,0,0.975
name,0,0.75
name,0,0.6
name,0,0.75
name,0,0.6
name,0,0.6
name,3,0.75
name,0,0.75
name,0,0.75
name,0,0.6
name,0,0.0
name,0,1.0
name,3,0.0
name,0,1.0
name,0,0.25
name,0,1.0
name,0,1.0
name,0,0.25
name,2,0.0
name,2,0.0
name,2,0.0
name,2,0.0
name,2,0.0
name,3,0.0
name,2,0.0
name,2,0.0
name,3,0.0
name,0,0.0
name,2,0.0
name,3,0.0
name,0,0.0
name,2,0.0
name,2,0.0
name,2,0.0
name,3,0.0
name,3,0.0
name,2,0.0
name,2,0.0
name,3,0.0
name,2,0.0
name,2,0.0
name,3,0.0
name,0,1.0
name,3,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,1.0
name,0,1.0
name,0,1.0
name,0,0.0
name,3,0.0
name,3,0.0
name,3,0.0
name,3,0.0
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.88
name,0,0.9066666666666666
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9066666666666666
name,0,0.88
name,0,0.88
name,0,0.9066666666666666
name,0,0.9
name,0,0.9459459459459459
name,0,0.9066666666666666
name,0,0.88
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.0
name,0,0.0
name,0,0.9
name,0,0.9459459459459459
name,0,0.88
name,0,0.9066666666666666
name,0,0.9459459459459459
name,0,0.9
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.6666666666666666
name,0,0.0
name,0,0.0
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.0
name,0,0.88
name,0,0.9066666666666666
name,0,0.9066666666666666
name,0,0.88
name,0,0.0
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9066666666666666
name,0,0.88
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.88
name,0,0.9066666666666666
name,0,0.88
name,0,0.9066666666666666
name,0,0.9
name,0,0.9459459459459459
name,0,0.88
name,0,0.9066666666666666
name,0,0.88
name,0,0.9066666666666666
name,0,0.9459459459459459
name,0,0.9
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.88
name,0,0.9066666666666666
name,0,0.9
name,0,0.9459459459459459
name,0,0.0
name,0,1.0
name,0,0.88
name,0,0.9066666666666666
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.0
name,0,1.0
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.9459459459459459
name,0,0.9
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.0
name,0,0.9
name,0,0.9459459459459459
name,0,1.0
name,3,0.0
name,3,0.0
name,0,0.0
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.88
name,0,0.9066666666666666
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.9066666666666666
name,0,0.88
name,0,0.2608695652173913
name,0,0.8765432098765432
name,0,0.8888888888888888
name,3,0.0
name,3,0.0
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,3,0.0
name,3,0.0
name,0,0.88
name,0,0.9066666666666666
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.88
name,0,0.9066666666666666
name,0,0.0
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.88
name,0,0.9066666666666666
name,0,0.88
name,0,0.9066666666666666
name,0,0.0
name,0,0.0
name,3,0.0
name,3,0.0
name,0,0.88
name,0,0.9066666666666666
name,0,0.9459459459459459
name,0,0.9
name,0,0.9066666666666666
name,0,0.88
name,0,1.0
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.0
name,0,0.9459459459459459
name,0,0.9
name,0,0.88
name,0,0.9066666666666666
name,0,0.88
name,0,0.9066666666666666
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.88
name,0,0.9066666666666666
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.0
name,0,0.0
name,3,0.0
name,3,0.0
name,0,0.88
name,0,0.9066666666666666
name,0,0.9459459459459459
name,0,0.9
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9
name,0,0.9459459459459459
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.0
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.9459459459459459
name,0,0.9
name,0,1.0
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9
name,0,0.9459459459459459
name,0,0.88
name,0,0.9066666666666666
name,0,0.9459459459459459
name,0,0.9
name,0,0.6666666666666666
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.9066666666666666
name,0,0.88
name,0,0.88
name,0,0.9066666666666666
name,0,0.9
name,0,0.9459459459459459
name,0,0.9066666666666666
name,0,0.88
name,0,0.8765432098765432
name,0,0.8888888888888888
name,3,0.8765432098765432
name,3,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.0
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.9459459459459459
name,0,0.9
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,1.0
name,0,0.9066666666666666
name,0,0.88
name,0,0.88
name,0,0.9066666666666666
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,1.0
name,0,0.88
name,0,0.9066666666666666
name,0,0.9066666666666666
name,0,0.88
name,0,0.9459459459459459
name,0,0.9
name,3,0.0
name,3,0.0
name,0,0.9066666666666666
name,0,0.88
name,3,0.0
name,0,0.9459459459459459
name,0,0.9
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9459459459459459
name,0,0.9
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,3,0.0
name,3,0.0
name,3,0.0
name,3,0.0
name,3,0.0
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.88
name,0,0.9066666666666666
name,0,0.9066666666666666
name,0,0.88
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9066666666666666
name,0,0.88
name,0,0.9459459459459459
name,0,0.9
name,0,0.88
name,0,0.9066666666666666
name,3,0.0
name,3,0.0
name,0,0.9459459459459459
name,0,0.9
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.88
name,0,0.9066666666666666
name,0,0.88
name,0,0.9066666666666666
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.88
name,0,0.9066666666666666
name,0,0.9066666666666666
name,0,0.88
name,0,0.9459459459459459
name,0,0.9
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.0
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9066666666666666
name,0,0.88
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,1.0
name,0,1.0
name,0,0.88
name,0,0.9066666666666666
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,1.0
name,0,0.9066666666666666
name,0,0.88
name,0,0.8765432098765432
name,0,0.8888888888888888
name,3,1.0
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.88
name,0,0.9066666666666666
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,1.0
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,3,0.8765432098765432
name,3,0.8888888888888888
name,0,0.9066666666666666
name,0,0.88
name,3,0.0
name,3,0.0
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9066666666666666
name,0,0.88
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.88
name,0,0.9066666666666666
name,0,1.0
name,0,0.9459459459459459
name,0,0.9
name,0,0.88
name,0,0.9066666666666666
name,0,0.9459459459459459
name,0,0.9
name,0,0.9459459459459459
name,0,0.9
name,0,0.9066666666666666
name,0,0.88
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,1.0
name,3,0.8765432098765432
name,3,0.8888888888888888
name,0,0.9459459459459459
name,0,0.9
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.0
name,0,0.9
name,0,0.9459459459459459
name,0,0.9459459459459459
name,0,0.9
name,0,0.88
name,0,0.9066666666666666
name,0,0.88
name,0,0.9066666666666666
name,0,0.9459459459459459
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,3,0.0
name,3,0.0
name,0,0.9066666666666666
name,0,0.88
name,0,1.0
name,0,0.9459459459459459
name,0,0.9
name,0,0.2608695652173913
name,0,0.9459459459459459
name,0,0.9
name,0,0.88
name,0,0.9066666666666666
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.9459459459459459
name,0,0.9
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,1.0
name,3,0.0
name,3,0.0
name,0,0.9459459459459459
name,0,0.9
name,0,1.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.9
name,0,0.9459459459459459
name,0,0.0
name,0,0.9066666666666666
name,0,0.88
name,0,1.0
name,0,0.0
name,0,0.9459459459459459
name,0,0.9
name,0,1.0
name,0,0.9066666666666666
name,0,0.88
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.2608695652173913
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.8765432098765432
name,0,0.8888888888888888
name,3,0.0
name,0,0.0
name,0,0.9
name,0,0.9459459459459459
name,0,0.8765432098765432
name,0,0.8888888888888888
name,0,0.88
name,0,0.9066666666666666
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.9
name,0,0.9459459459459459
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,3,0.0
name,0,0.3333333333333333
name,0,0.3333333333333333
name,0,0.3333333333333333
name,0,0.3333333333333333
name,0,0.7142857142857143
name,0,0.7142857142857143
name,0,0.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.7142857142857143
name,0,0.7142857142857143
name,0,0.7142857142857143
name,0,0.7142857142857143
name,0,0.6363636363636364
name,0,1.0
name,0,0.75
name,0,1.0
name,0,0.0
name,3,0.0
name,0,0.6363636363636364
name,0,0.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,0.75
name,0,0.16666666666666666
name,0,0.0
name,0,0.0
name,0,0.0
name,3,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.6363636363636364
name,0,0.0
name,0,1.0
name,0,1.0
name,0,0.6363636363636364
name,0,0.0
name,3,0.0
name,0,0.0
name,0,0.6363636363636364
name,0,1.0
name,0,0.0
name,0,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.6363636363636364
name,0,0.6363636363636364
name,0,0.0
name,0,0.16666666666666666
name,0,0.75
name,0,0.5
name,0,1.0
name,0,1.0
name,0,1.0
name,0,1.0
name,2,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,2,0.0
name,2,0.0
name,2,0.0
name,2,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.16666666666666666
name,0,1.0
name,0,0.75
name,0,0.5
name,0,1.0
name,0,0.5
name,0,0.16666666666666666
name,0,0.75
name,2,0.0
name,2,0.0
name,0,0.0
name,2,0.0
name,2,0.0
name,2,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,3,0.0
name,2,1.0
name,0,1.0
name,3,0.0
name,0,0.0
name,0,1.0
name,3,0.0
name,0,1.0
name,0,1.0
name,0,0.16666666666666666
name,0,0.75
name,0,1.0
name,0,0.75
name,0,0.16666666666666666
name,0,0.6363636363636364
name,2,0.0
name,2,0.0
name,0,0.0
name,2,0.0
name,2,0.0
name,0,0.0
name,2,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.75
name,0,0.16666666666666666
name,0,1.0
name,0,0.5
name,0,1.0
name,0,0.75
name,0,0.5
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,3,0.0
name,0,1.0
name,0,0.6363636363636364
name,0,0.5
name,0,0.75
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,0.75
name,0,0.5
name,0,1.0
name,0,0.16666666666666666
name,0,1.0
name,0,0.16666666666666666
name,0,0.75
name,0,1.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,0.75
name,0,0.5
name,0,0.16666666666666666
name,3,0.0
name,0,0.0
name,0,0.0
name,3,0.0
name,0,1.0
name,0,0.6363636363636364
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,3,0.0
name,0,1.0
name,0,0.6363636363636364
name,0,0.0
name,0,0.75
name,0,0.0
name,0,1.0
name,0,0.5
name,0,0.0
name,0,1.0
name,0,0.5
name,0,1.0
name,0,0.16666666666666666
name,0,0.75
name,0,0.0
name,0,0.0
name,3,0.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.75
name,0,1.0
name,0,0.0
name,0,0.6363636363636364
name,0,0.0
name,0,0.0
name,2,0.0
name,0,0.0
name,3,0.0
name,0,0.0
name,0,0.6363636363636364
name,0,1.0
name,0,0.0
name,0,0.0
name,0,1.0
name,0,1.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.6363636363636364
name,3,0.0
name,0,0.0
name,0,1.0
name,0,1.0
name,0,1.0
name,0,0.0
name,0,1.0
name,0,0.0
name,2,0.0
name,0,0.0
name,3,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,0,0.6666666666666666
name,0,0.0
name,0,0.0
name,0,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.6666666666666666
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,2,0.0
name,0,0.0
name,0,0.0
name,0,0.6666666666666666
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.6666666666666666
name,0,0.0
name,0,0.6666666666666666
name,0,0.0
name,0,0.6666666666666666
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.0
name,0,0.6666666666666666
name,0,0.0
name,0,1.0
name,0,1.0
name,0,0.0
name,0,0.0
name,2,0.0
name,0,0.0
